id,str_quote,bln_inactive,,
707,"In the beginning, I never really wanted to participate, but once we started, I really felt great and, yes, really positive. And I saw a little clearer a vision of the future.",0,,
708,"One woman shared that it was difficult for her to imagine the future as being positive.  However, once she closed her eyes and began working the clay, feeling it mold in her hands, she said,  ëFor once I can see a positive future.í",0,,
709,It felt good to pound my feelings into the clay.,0,,
710,I felt that working with my hands and closing my eyes let me feel good and gave me opportunity to express how I feel. I really enjoy making this.,0,,
711,"With each thought or expression, I feel i'm taking back a piece to the puzzle of my life.  I know the pieces are spread out but with each step it becomes closer to completion.  I enjoy being able to think and collect my thoughts alone.",0,,
712,Me gusto mucho porque nos encontramos a uno mismo y expresamos lo que sentimos tambien nuestra preocupaciones. Gracias.,0,,
713,"This made me feel good about myself.  More powerful about myself.  Helped me find out more about myself, and it's all about me. Happy.",0,,
714,"I didn't feel safe reading what I'd written, but everyone sharing their experiences validated my own.  I now can let go of judging what I write, and that feels good.",0,,
715,"I have always been told how worthless, stupid, and ugly I am.   I had never taken the time to enumerate all the positive things about me, this was wonderful.",0,,
716,The Power of I AM is great! Just ëbeingí can be good because so many of us came close to ënot beingí.,0,,
717,The women expressed who they are in the words ìI amî. One woman cried after she read all the wonderful things she said about herself because she had forgotten.,0,,
718,I feel more relaxed after each session. I express myself better through poetry & art. Thanks.,0,,
719,Gracias por todo. Me siento muy bein aqui. No puedo dar suficiente gracias por todo lo que me han ayudado.,0,,
720,"Sigan haciendo estas clases para mas personas como yo porque nos ayuda a salir adelante y a conocernos a nosotras mismas.î \
\
Continue making these workshops for people like me because it helps us to move forward and to know ourselves better.""",0,,
721,"I love how the AWBW workshops give mothers the opportunity to play and create.  When clients enter the shelter, often there is a disconnect between the mothers and their children as a result of coming from a violent home.  The AWBW workshops give the families an opportunity to not only appreciate art but one another as well.  I have seen the Warm Fuzzy workshop allow mothers and their children to enjoy and learn from each other.",,,
\,,,,
Domestic Violence Center of Santa Clarita Valley,0,,,
722,These are sooooo cute.  Can I make 4 or so more. I want to have them all over the house so I have lots of affection to give if someone needs it. Participant Age 9,0,,
723,I'd rather have warm fuzzies than cold prickles.,0,,
724,"I'm going to give my warm fuzzy to my mom, it will make her happy. Participant Age 10",0,,
725,This helped me see my feelings because I wrote them down and I had those feelings bottled up for so long.  Thanks for this.,0,,
726,"Even though the women seemed tense and talked about struggling with their feelings now, they were able to comment that they could see a better future for themselves.",0,,
727,Wow!  A very powerful workshop.  This workshop was very effective and allowed the ladies to open up and share and offer support to one another. Each spoke of rediscovering themselves after leaving the relationship.  The project made my intern cry.,0,,
728,"I have colored the head of my paper doll black.  I can't think .  Brown represents the growing impatience with the events in my life.  I don't know where I will go from here (shelter).  The color gray-weakness.  It is important for me and my children to move forward.  When I started the workshop my feelings were well ""Nothing"".  I had no prejudgement.  By finishing the workshop I felt good.",0,,
982,"We started with a Hands of Hope wreath last December and today have added our last hands for this year. The women and children made a statement with their hand and left a message of hope for further safehouse residents. just this one workshop that we kept going every few weeks with new residents has reminded me of the resiliency of the women and children and their desire to leave something behind through an art piece. The ages of the artists were from 2 years old through 58 years old. some quotes: ëI want women to know you don't have to be an artist to make art and if you create, you become an artist.í ëI made my hand with lots of smiling mouths because I want women who stay here to remember to smile, when you make art you can smile and laugh and just make something with color for your life"".í",0,,
730,"We had women write, color and cut the pieces before gluing the pieces on a construction sheet. It had an unexpected but huge impact on the women. It demonstrated how difficult it may be to put your life back together again after a trauma but it can be done with patience.",0,,
731,The workshop has allowed me to relax and express my thoughts and feelings in a healthy way. It was so therapeutic and positive. This is wonderful for people who have a hard time expressing thoughts or people are too sad to talk.,0,,
732,I like the idea of 'putting myself back together.' To me it means that I can. No matter what I have another chance.,0,,
733,"Wow, look at all my feelings! The colors make me see where I feel them.",0,,
734,This workshop was useful in helping me bring emotions to the surface that were buried and understanding better how to start coping with them.,0,,
735,I'm glad to be colorful and full of many feelings.,0,,
736,I didnít know I had so many things in me. Participant Age 6,0,,
737,"When you look at all my feelings together, I am a whole girl. Participant Age 8",0,,
738,This is what I felt before but I don't feel this anymore.  I feel better now. Participant Age 12,0,,
739,I put my anger in my gut. Participant Age 10,0,,
740,Emotions were forced to the surface when I have been holding them in for too long.  It gave me something to think about and cry over later.,0,,
741,I'm going to share my heart with my Mommy and brother because he's really sick and I'm going to take care of his heart in case he goes to heaven. Participant Age 6,0,,
742,"Listening to the children talk about what love is, and how they want to share it was rewarding.",0,,
743,"I have seen place mats before that were woven, but I thought it was much harder than this, I can do this one. Participant Age 7",0,,
744,My place mat means everything to me. Participant Age 4,0,,
745,We're all doing a great job.  We are all artists making a masterpiece. Participant Age 6,0,,
747,The pass the painting activity had the best results and seemed an effective way for kids to show their uniqueness and yet work together in a group.  The kids learned that they could make something beautiful if they worked together.,0,,
749,My tree represents the beautiful colors in me.  There I am sitting up in my tree.,,,
\,,,,
,,,,
\,,,,
Participant Age 10,0,,,
750,I liked this activity because I was able to express my ideas,0,,
751,"I am worried about my dad, but I am so glad to be here because it feels safe and my mom is happy. I am also happy when my mom is happy.",0,,
752,"So when baby junior (the participantís Feeling Friend) talks or cries out all the feelings, he is left happy.",,,
\,,,,
,,,,
\,,,,
Participant age 9,0,,,
753,Today I feel good because someone heard about how I was feeling.  It made me feel much better to know someone cared.,0,,
754,"Look mom, I made a Feeling Friend to hold my feelings.  I want to put it in my room!",0,,
755,I didn't realize there were so many feelings. I liked knowing that there were more feeling and what they meant.,,,
\,,,,
Participant Age 10,0,,,
756,I want to save this for my mommy.Children explored with different toy cars and trucks. They liked the colors being  melted(?) to make different tracks. Children used their own imaginative minds as they drove their cars. Into the paints and the make-believe roads.,0,,
757,The child loved painting her hand so much that she painted her whole hand and wrist!,0,,
758,I want to make colors.,,,
\,,,,
Participant Age 6,0,,,
759,"I enjoyed this workshop a lot, it was very helpful and opened my eyes to my feelings today.",0,,
760,I think as time goes on this group could be very essential to my growth and development.,0,,
761,I never even painted a self-portrait when I was a child. This is my first.  I am proud and happy that I portrayed myself.  I feel so self-assured.,0,,
762,"We were doing this activity with a love theme for the month of February.  All the kids sat in a circle and we read the book ëWhat is Loveí.  After this we began to talk about all the aspects of love. What does love smell like? How is it shaped? What color is it?  All the kids shared.  One stated that love is black in color.  When the whole group had shared, we talked about the ideas.  I asked Joseph why love was black.  His response was very touching.  He said, ëLove is black--black is a color with a lot of depth, just like love.í  This allowed the group to talk about how common ideas and associations to colors and emotions are not always what we think.  It was talked about with great enthusiasm and helped engage the kids.  As Joseph stated, ëThe depth of the color black can mean much more than just darkness.í",,,
\,,,,
,,,,
\,,,,
Participant Age 15,0,,,
763,"Thank you very much for allowing us to express our feelings when we feel down. Today that is a special moment, a day for our heart, our feelings, our spirit, our self, this day means a lot and we express it with this art we make.  I love myself!",0,,
764,Wow!  I never knew how good it can feel.,0,,
765,Love is great because you never run out. Love is best when the other person loves you back.,,,
\,,,,
,,,,
\,,,,
Participant Age 10,0,,,
766,"If we all loved each other, the world would change a lot. There would be no war and people wouldn't shoot each other when they didn't get a long.",,,
\,,,,
,,,,
\,,,,
,,,,
\,,,,
participant Age 7,0,,,
767,"A girl in group shared her calendar with the rest of us.  She said, ëthe most important day on my calendar is Fathers Day, because I spend all day with him and we share a lot of things.í",,,
\,,,,
Participant Age 10,0,,,
768,The most important day for me is Christmas because that is when all my family gets together at my house.,,,
\,,,,
Participant Age 8,0,,,
769,I want to do art every week. I enjoy painting and using my imagination.,,,
\,,,,
,,,,
\,,,,
Participant Age 15,0,,,
770,"One child took his time creating a holiday card. He was 5 yrs. old. He carefully searched through the foam pieces choosing only the penguins. He then took a blue marker and colored a strip of water at the base of his card. Once he had the water in place he carefully placed the penguins in an arch across his paper as if they were jumping out of the water from the base of his paper. He worked very meticulously peeling back the paper to expose the adhesive on the back of the penguins. His mother was so amused by his patience and efforts that all she could do was smile and watch while he worked. She looked on with a great deal of love. Once he had all of his penguins in place, he took out a marker and wrote ""Merry Christmas Mom"", Love, Jason. His mother held on to that card as if it were the only one of it's kind, priceless and with all of it's treasure.",0,,
771,"I really had to think about blessings, because sometimes they are harder to see than other times, but they are there somewhere and this will remind me of at least one blessing all the time.",,,
\,,,,
,,,,
\,,,,
Shrinky Dink Blessing Charm Workshop,0,,,
772,I deserve love and respect without any violence.,,,
\,,,,
,,,,
\,,,,
Shrinky Dink Blessing Charm Workshop,0,,,
773,I made a peace charm and a love charm because they make me feel happy and peaceful and safe.,,,
\,,,,
,,,,
\,,,,
Shrinky Dink Blessing Charm Workshop,0,,,
774,"I love this workshop, made me think about love and beauty.",,,
\,,,,
,,,,
\,,,,
Bracelet Making Workshop,0,,,
775,I want my mask to say I'm hopeful and kind.  That is who I want to be.,,,
\,,,,
Participant Age 14,0,,,
776,"This is like giving me a voice, that I've not had.",0,,
777,I feel I can speak my mind with my mask and no one will judge me because they can't see who I am.,,,
\,,,,
,,,,
\,,,,
Participant Age 11,0,,,
778,It was hard to do some of these exercies because I don't like people to get too close to me- I am always afraid they are going to do something to hurt me-but everyone was nice. I felt safe.,,,
\,,,,
,,,,
\,,,,
Participant Age 7,0,,,
779,"I did not know what my ëMe Dollí was going to look like, but when I finished her, my heart skipped a beat and I wanted to cry with such excitement and joy!",0,,
780,I made this doll to help me be silly for times that I get stressed out,,,
\,,,,
Participant Age 16,0,,,
781,This is colorful because it is colorful like me.,0,,
782,What I enjoy most is how the art gives the children the opportunity to be children.,0,,
783,My smile is bigger on paper.,,,
\,,,,
,,,,
\,,,,
Participant Age 5,0,,,
784,I like remembering when I am happy.,,,
\,,,,
Participant Age 6,0,,,
1210,Look at my butterfly. Itís strong and bright like me.,0,,
1211,"I love workshops, especially this one. It helped me to notice how many times I say ëI can't.í",0,,
786,Kids like us are like butterflies; we are going to change into beautiful creatures and leave the old stuff behind.,0,,
787,"ìOh my god, I can make a hat for me? ìCan I even wear it.î I need to take the hat home today, I canít wait, I canít.î ìOh this is so exciting!î",0,,
788,This is my coolest hat ever--do I look so good when I wear it?,0,,
789,"I want to make a precious hat. Right by you so you can help me make it beautiful! I can..you just watch? I never beíd so happy ever! This is so great. Duh, whatís my favorite girl color...pink, hats have to be pink you know. Then we have to decorate them beautiful. This is too much fun!",,,
\,,,,
Participant Age 4,0,,,
790,"Nobody's art is ugly, everyone's is good.",0,,
791,I'll put my Hope Box by my bed so it reminds me of the things I can still do and still hope for.,,,
\,,,,
Participant Age 13,0,,,
792,"I led Pride Medallions and as we explored the topic of pride, one girl shared that she had always been ashamed to bring people over to her house because of not knowing what they might see.  As we worked on the Pride Medallions, she made a heart and said that she was proud of her heart.  She said, ëEven if people are mean to me, Iím still nice to people, so Iím proud of my heart.í",0,,
793,"Look at all my medallion, I have lots to be proud of.",0,,
794,"One child shared his medallion and said ""mine is a medal for the best sister protector. That's what I do best.""",,,
\,,,,
Participant Age 6,0,,,
795,I awarded myself the medal for being creative and making good art.,,,
\,,,,
Participant Age 12,0,,,
796,What my inner light represents is that inside of me I feel happy right now.,,,
\,,,,
Participant Age 12,0,,,
797,"Oh look, my butterflies have heart shaped antennae, that is because they have special hearts like me.",0,,
798,"The Shrinky Dink Journey Butterfly workshop had a big impact on one child. When I told her this was for her, she said no one had ever given her anything before.  She was also happy to discover that she was not the only one that had been from place to place, like a butterfly.",0,,
799,Butterflies make a transformation too!,,,
\,,,,
Participant Age 13,0,,,
800,"One child shared: ""his journey butterfly was flying around everyone who loves him"". A fifteen-year old made a butterfly for his mom, for everything. He said his butterfly is the symbol of freedom for his mom...",0,,
801,"I look at my butterfly and imagine it flying high above the world, far away from violence.",,,
\,,,,
Participant Age 16,0,,,
802,My heart is this big (holds hands outstretched) and my heart is free!!,,,
\,,,,
Participant Age 6,0,,,
803,This heart to me means when youíre in a scary or dark situation.  If you listen to your heart it will light your way out of it.,,,
\,,,,
Participant Age 15,0,,,
804,I feel love in my heart for my family and it makes my heart feel happy.,,,
\,,,,
Participant Age 10,0,,,
805,My heart has different colors for the different ways I feel.  It has a star in the middle because it is shining with happiness.  I am happy that there is no more fighting in my family and that we love each other.  There is much more joy and love in my heart now.  My hope and dreams live in my heart.,0,,
806,I protect my family because I don't want my family to be in danger.,,,
\,,,,
Participant Age 7,0,,,
807,I have the love of my mom that will protect me.,0,,
808,I'm going to give this shield to my baby sister when she is born so she knows I'll take care of her and wonít let anyone hurt her.,0,,
809,I don't want to wear my mask anymore.  I want to be myself and show what I feel when I'm sad or scared.  I want to be me.,,,
\,,,,
Participant Age 12,0,,,
810,"This is my favorite group. I wait all week to do art in group! I love it, it makes me happy and I forget about all the other bad things.",,,
\,,,,
Participant Age 10,0,,,
811,"On a mask I put ""happy"" because I want my life to be happy and positive from now on and not negative.",,,
\,,,,
Participant Age 12,0,,,
812,Thanks for allowing me to express my accomplishments on paper.,0,,
813,I've learned to release things that I was carrying with me and now I know I don't have to carry. I know that if there is something that I want to change I can do something to change it.,0,,
814,Yay! I graduated. My mom is going to be so proud.,,,
\,,,,
Participant Age 7,0,,,
815,Thank you so much for giving us this wonderful opportunity to express ourselves about the abuse we've encountered in our lives. I used to be embarrassed to let anyone know because I thought they would think I'm crazy but this opportunity allowed me to be okay with it so thank you so very much.,0,,
816,"I think the most valuable aspect of the art project was being able to express the history of my pain and, through that expression, I let go of that pain; with sadness and tremendous grief for what happened to me, but I let go just the same.  I've spent most of my life not speaking of it at all, or only telling snippets carefully chosen but never putting the whole awful thing out there in the light for everyone to see.  In creating this expression of my pain, I've released its grasp of my soul.  It is outside of me; not a part of who I am today.",0,,
817,"I thought it wouldn't be of any help to write to my dad, because I knew that he wasn't going to change the way he is ..  but I feel a lot better inside now, I guess it did make a difference after all.",,,
\,,,,
participant 15,0,,,
818,"Good bye father, hope you get well, and miss us very very much, so you learn to love us and not hurt us anymore. ",,,
\,,,,
Participant Age 9,0,,,
819,This workshop made me feel good. I think my dad will be nicer one day. ,,,
\,,,,
Participant Age 11,0,,,
820,It just feels as though I have really been heard.,,,
\,,,,
Participant Age 8,0,,,
821,"To celebrate Christmas 2008 I had my AWBW group participants decorate glass Ornaments of Change.  I gave the ladies the option of decorating either square or round glass ornaments.  When one of my clients lived with her batterer her family referred to their apartment as ìthe box.î  The nickname reflected the fact that my clientís batterer isolated and rarely allowed her to leave their apartment.  On each side of one of the square ornaments the client wrote the words, îfrom now onÖ I will alwaysÖbe thinkingÖoutside the box.î   During the closing circle the client shared that she will always keep that ornament on her Christmas tree to serve as a reminder of her abusive past and thus prevent her from allowing another person to control her life.",0,,
822,"To celebrate Christmas 2008 I had my AWBW group participants decorate glass Ornaments of Change.  I gave the ladies the option of decorating either square or round glass ornaments.  When one of my clients lived with her batterer her family referred to their apartment as ìthe box.î  The nickname reflected the fact that my clientís batterer isolated and rarely allowed her to leave their apartment.  On each side of one of the square ornaments the client wrote the words, îfrom now onÖ I will alwaysÖbe thinkingÖoutside the box.î   During the closing circle the client shared that she will always keep that ornament on her Christmas tree to serve as a reminder of her abusive past and thus prevent her from allowing another person to control her life.",0,,
823,"To celebrate Christmas 2008 I had my AWBW group participants decorate glass Ornaments of Change.  I gave the ladies the option of decorating either square or round glass ornaments.  When one of my clients lived with her batterer her family referred to their apartment as ìthe box.î  The nickname reflected the fact that my clientís batterer isolated and rarely allowed her to leave their apartment.  On each side of one of the square ornaments the client wrote the words, îfrom now onÖ I will alwaysÖbe thinkingÖoutside the box.î   During the closing circle the client shared that she will always keep that ornament on her Christmas tree to serve as a reminder of her abusive past and thus prevent her from allowing another person to control her life.",0,,
824,"One client's mask was completely void of any facial features and she said, ëThat has been me - a big nothing. I know I'm more than that now.í",0,,
825,I really thought I was the one who caused the pain. Participant Age 10,0,,
826,"Sometimes I would hold my hands over my ears, so I couldn't hear the fighting and sometimes leave the house and walk around the block. I knew I wouldn't be missed. This is how I survived. Participant Age 13",0,,
827,"My daddy did mean things to me and my mom, but now he can't hurt us anymore and I can still love him. Participant Age 10",0,,
828,"Reading is his inner gift,îI know how to read very well, I can read stories to my baby brother while mom does her chores.î Participant Age 7",0,,
829,My inner gift is giving.  I like to make people happy. I know how it feels to be sad because I remember my mom crying when my dad would hit her.,0,,
830,"When one of the younger kids got frustrated that his leaf didnít look exactly like a typical leaf, the older boy said, ""All leaves look different. They're like snowflakes, no two look the same.""",0,,
831,"If I toss the leaves in the air they float slow and crazy to the floor, kind of like I feel when I'm mad. Participant Age 11",0,,
832,This helps to ignore people when they say bad things and I can look at my turkey and remember the good things about me. Participant Age 10,0,,
833,Everyone will know about me once they see this.,0,,
834,I am unique because I love my heart. Participant Age 7,0,,
835,I can stop violence by being nice and being a good friend. Participant Age 12,0,,
836,Can I sign my name to this? I want people to know I did this.,0,,
837,I'm going to hang my birds over my bed to keep me safe at night if I am scared. Participant Age 4,0,,
838,When I was little and I was sad I talked with teddy bear. Participant Age 11,0,,
839,I wish Batman was there to save my mom when we were at home with my dad.,0,,
840,I'm nice and a good person.,0,,
841,When I was little and I was sad I talked with teddy bear.,,,
\,,,,
Participant Age 11,0,,,
842,"I made my doll character dressed all in black. His name is super black hero: ëI'm super black hero, I help the children during the night when no one can see me.í",,,
\,,,,
Participant Age 9,0,,,
843,I wish Batman was there to save my mom when we were at home with my dad.,0,,
844,It was wonderful. I feel much better.  I can see the good future.,0,,
845,"I shine because I'm smart, happy, my brother, my dog, food, and friends.",,,
\,,,,
Participant Age 9,0,,,
846,My sun's name is ëThe Sun that Makes People Happy.í,,,
\,,,,
Participant Age 9,0,,,
847,This activity makes me forget I don't have a home and we have to live in a shelter.,0,,
848,"These are the things that make me shine: my smile, love, family, church, friends and my mother. I shine because of my mom, my education, my family, and because I feel I am strong.",0,,
849,I am strong and independent because I can take care of myself when I need to.,,,
\,,,,
Participant Age 11,0,,,
850,I used black and purple and some yellow because I am angry and purple because sometimes I feel anxious and yellow because there is a glimmer of hope peeking through.,,,
\,,,,
Participant Age 16,0,,,
851,I'll put this on my bed so I don't get scared at night.,0,,
852,My red beads are for when I worry about getting hurt.,,,
\,,,,
Participant Age 10,0,,,
853,"Next time I get mad or worried, I have something to focus on to help me get rid of the feeling.",,,
\,,,,
Participant Age 14,0,,,
854,"I am going to wear these around my neck all the time, even at school.",,,
\,,,,
Participant Age 6,0,,,
855,I am going to give my worry bead necklace to my sister so it can help her not to worry when she is at visitation with her dad.,,,
\,,,,
Participant Age 11,0,,,
856,"I did my star for my grandma, she died and I miss her.",,,
\,,,,
participant age 5,0,,,
857,I am a shining star because my mom said she loves me.,0,,
858,I am going to pick one thing for everybody in my family.,0,,
859,I have lots of people in my heart.,0,,
860,My heart tells me to love everyone.,,,
\,,,,
participant Age 11,0,,,
861,I have my sad heart and I have my happy heart; when I do art my heart is happy.,,,
\,,,,
Participant Age 4,0,,,
862,I am a heart full of love for my family.,0,,
863,I help my mom by picking up after my younger brothers.,0,,
864,I like to help others.,0,,
865,We learned to respect others by using our hands in a loving way. We can be kind and show love to anyone. My dad has hurt my mom and his hands are mean and scary. He makes people and my mom cry.,0,,
866,The participants loved being able to think of all the ways they can help one another. One child said ëMy hands help others and that helps the world.í,0,,
867,This hand will hold me up so high to see all the bad and take it from people that hurt.,,,
\,,,,
 Participant Age 12,0,,,
868,Hands are for loving.  Hands are for creation.  Hands are for playing.,0,,
869,My favorite color is purple because my mom told me it's the color of healing.,0,,
870,Iím glad we did this project because it letís me know that no one is perfect and we all make mistakes.,0,,
871,No matter what wrong you do there is always forgiveness.,,,
\,,,,
Participant Age 12,0,,,
872,"My first face is dark and my hair is blue. I was sad and scared all the time. My second face is yellow, like the sun. I don't feel scared anymore. ",,,
\,,,,
Participant Age 11,0,,,
873,I have not been this creative since I left my dad.,,,
\,,,,
 Participant Age 8,0,,,
874,"This is for my mom, so she can smile. Participant Age 9",0,,
875,Now I know I'm important.,0,,
876,I didn't think there were these many things that were good about me.,0,,
877,I am a funny and nice child.,,,
\,,,,
 Participant Age 8,0,,,
878,I want there to be peace in my life. No more of this bad stuff.  I am going to make myself better so I can have a future.,0,,
879,I didn't know I could draw so well.  Look at my family that I drew. Participant age 12,0,,
880,I am like a princess with my wings reaching for a star. ,,,
\,,,,
Participant Age 8,0,,,
881,"I'm not bragging, I'm just proud that I can say nice things about myself.",,,
\,,,,
 Participant Age 11,0,,,
882,"I get mad from school and yell at my mom, but today I can yell at the paper.",,,
\,,,,
 Participant Age 10,0,,,
883,Today I feel happy because I learn new things in school. I have a new friend. I feel happy because my mom loves me.,0,,
884,This is a magical art project.,,,
\,,,,
 Participant Age 3,0,,,
885,I use green and purple because they are my two favorite colors. I use them to show I'm happy.,,,
\,,,,
Participant Age 7,0,,,
886,"I feel better.  My anger is on the paper now, not in my heart.",0,,
887,"This one is night, this one is day and those are my bugs; they make me feel safe. ",,,
\,,,,
 Participant Age 8,0,,,
888,I put courage on my stone.  My mom was so brave to take us and leave home. She really loves us.,,,
\,,,,
 Participant Age 10,0,,,
889,My safe rock will not hurt anyone.,0,,
890,I'm going to put my rock at my door at night to stop scary people from coming in the house.,,,
\,,,,
 Participant Age 7,0,,,
891,My rock says love because it makes me feel secure that people love me. My rock is my family including my dad. It is everyone I care about.,0,,
892,"Everytime I donít think I want to do art, but then I do it and I donít feel angry any more.",,,
\,,,,
 Participant Age 7,0,,,
893,I cant believe how I can feel so good about a rock.,,,
\,,,,
 Participant Age 12,0,,,
894,These will be my happy flowers and these will be my mad flowers. This is what I want my mom to see -- how I am feeling.,,,
\,,,,
Participant Age 9,0,,,
895,The most rewarding was having one of the girls tell me where her future is with her feet.... she wants to have her feet walk on the moon. I wish I could bottle up and sell the imagination these kids have.,0,,
896,"I used pictures of a desert because my family is cracked and broken, but on the other foot I put water, Egypt and horses because we won't always be broken.",0,,
897,My feet had taken me through good times and bad times.,,,
\,,,,
 Particpant Age 11,0,,,
898,I would like my feet to carry me to a place where there is  peace and love.,,,
\,,,,
 Participant Age 13,0,,,
899,I will place my Angel near my bed so she can protect my family.  She is my good luck charm.,0,,
900,I am really thankful that I am safe now.,0,,
901,I would like for the angel to help me with my nightmares.,,,
\,,,,
Participant Age 5,0,,,
902,Iím making my mosaic for my momís birthday this week.  My mom never celebrated her birthday or received a gift.,0,,
903,"Being in the shelter is boring at times but I like coming to these workshops because I can talk abut my wishes, dreams and feelings.  I like to learn how to do things with art.",,,
\,,,,
 Participant Age 9,0,,,
904,I would do anything for my Mother to be Happy again.,,,
\,,,,
 Participant Age 7,0,,,
905,You make feeling easier.,0,,
906,I like making a mess and not getting in trouble for it.,0,,
907,I made this card for my mom because I love her and I want to make mothers day as special as I can since we are in a shelter.,,,
\,,,,
Participant Age 16,0,,,
908,My project is special because it is different.,0,,
909,It made me think about changes.,,,
\,,,,
Participant Age 10,0,,,
910,I liked choosing the colors myself and making my butterfly beautiful.,,,
\,,,,
 Participant Age 10,0,,,
911,Today I had a really hard day and making this makes me feel so good.,,,
\,,,,
Participant Age 12,0,,,
912,Moms are special because they read us stories.,0,,
913,"I am three flowers!  Courage, strength and lots of love, that is my mom.",,,
\,,,,
Participant Age 8,0,,,
914,My mother and father created the outside of me and now it is up to me to fulfill the inside of me. ,,,
\,,,,
Participant Age 9,0,,,
915,I like my outside because I can see it but I do not know what my inside really looks like.,0,,
916,"AWBW taught me how to integrate art into the services I provide and I am constantly reminded of the great value of utilizing art to help children heal.  I am working with a seven-year-old girl who has severe conduct issues that have caused her to have problems in many environments including school. The girlís mother is a drug addict who has worked hard to change. Her mother has been drug free for three years and is trying to repair the damage that was done during her addiction.  The girl was unable to express herself and whenever she became angry she would refuse to talk or even move. The girl struggles to talk about her feelings because she does not want others to disapprove.  After I brought out the Rapping Puppets for the girl to play with she was able to open up and express different emotions.  The puppets revealed a whole other side to the girl, a very angry side that she had previously kept hidden.  She is now talking and we continue to explore her expression of anger with the art because she finds it easier to communicate that way.",0,,
917,"The vast majority of the children I work with are Asian Pacific Islanders.  Culturally, it is not common for women to express themselves verbally, thus their children perpetuate the tradition of silence. Art is a great way to break the ice and act as a conversation piece with the children, despite the ever present language barriers.  When a child experiences something traumatic or is faced with a conflict they cannot verbalize, we help them create A Book About Me.  I was able to witness the wonders this little exercise could do during my first week at APWC. During one of the workshops, a young girl (age 4) at the shelter hurt her foot badly and was inconsolable in her tears.  She seemed to be in shock and was not verbally responding to any questions from the adults. No one knew how the incident occurred. At this time one of the staff members took her to a quieter room where the child could relax a little, and then they began to create a A Book About Me.  Her book was entitled ""When I Hurt My Left Foot"".  Through simple drawings illustrating what had happened and simple words (with help from our staff) to accompany each picture, the girl was able to describe her experience in a non-threatening, non-judgmental way. The child became more and more comfortable as the book progressed and opened up more easily as her feelings and situation were acknowledged and validated.  As adults, we want to provide the children with an environment they feel is safe and trusting enough to express themselves. I see firsthand how these children take great pride in their books, and I believe it to be a very effective tool in showing them how to convey emotions and communicate situations they cannot verbalize. The exercise is so simple, yet powerful. It's flexibility allows it to be used for practically any situation. You can think of it as an ""open book"" to your feelings.",0,,
918,"A group of girls were busy using glitter pens on their This Is Me project when a boy walked up and asked, ëcan boys do art too?í  I immediately got him set up with art supplies and he went wild with the glitter pens. This interaction was so important because it taught the boy that it is okay for him to play with glitter and make art, not just play sports.  The art enabled the children to look past gender stereotypes.",0,,
919,"Bringing joy and playfulness to victims of all ages, thus allowing them to discover their inner child is one of the reasons why I love and value AWBW.  On a personal level the AWBW workshops, specifically My Traveling Story, have help me to find out who I am and get in touch with my authentic self which enabled me to better serve others.",0,,
920,"The art workshops not only take care of our clients but our staff as well.  Due to the economy our staff was told to prepare for some layoffs.  No one ended up getting laid off, but the possibility of it happening was very traumatic for the staff.  I facilitated the A Journey Within workshop with the staff, which was very effective with helping the staff heal.  Now every time we need a brake from all of the stress we experience at work, we all gather together and light our candle.",0,,
921,"Art is a great tool to utilize when working with victims of sexual assault.  One of my clients had a difficult time identifying positive things about herself.  She was first abused at the age of twelve and the abuse continued through out her life.  The client focused on all of the bad things she had done in her life, and felt that her actions caused the abuse.  The client never dressed up because she didnít feel like she deserved to be beautiful.  Much to my surprise when the client created a What Makes Me Shine project she was able to identify so many things that made her ëshineí that she filled all of the rays of her sun with positive characteristics.  When the client arrived for her next session she was transformed, and was wearing a beautiful matching outfit and purse.  The art was the one therapeutic activity that allowed my client to see her beauty.  Both she and I are grateful for the gifts AWBW has given us.",0,,
922,"When I run the Funeral of I Cantís project I donít tell the clients that they will be shredding their hand written list of I cantís.  So the ladies spend time decorating their lists, and making them look pretty.  After we shredded the first list, the energy in the room was palpable and the ladies all felt powerful, joyful and were able to release negative things that had festered inside of them.",0,,
923,"A nine-year-old boy and his seven-year-old sister entered our shelter with their mother.   The children consistently attended the AWBW art group and when it came time for them to speak about their projects they would politely decline.  Time after time I would ask them to share and they would reply, ëno thatís ok.í  Both of them really responded to the Letter To Fatherís workshop and wrote heartfelt letters and even decorated the envelopes. I was so surprised that when it came time for the children to talk about what they created they were the first to volunteer.  As they read their letters the two of them shook and cried.  I felt like a proud mother that day, as the siblings were able to open up a part of themselves that was previously hidden.",0,,
924,"Art is a fantastic tool for empowerment.  I had a client who I affectionately referred to as ëtemplate girl,í because every time we did a project she asked for a template.  I purposely ran the Watercolor Windows workshop because it doesnít have a template.  Much to my surprise she did not even ask for a template.  At the end of the workshop I said, ëthis is the first time that you have not asked for a template.í  The client responded by giving me a beaming smile, which reminded me why the work I do is so important.",0,,
