id	str_name	windowstypeid	str_district	dte_start	dte_end	str_locality	num_statusid	num_obligationid	txt_description	txt_notes	str_filemakercode	bln_inactive
511	Seeking Peaceful Solutions Women's	1		0000-00-00	0000-00-00	LA County	1	1			P0759	0
512	Valley Oasis - SARS Women's	1		0000-00-00	0000-00-00	LA County	3	1			P0763	0
513	National Council of Jewish Women (NCJW/LA) - Women Helping Women Women's	1		0000-00-00	0000-00-00	LA County	3	1			P0756	0
514	WVCADV- West Virginia Coalition Against Domestic Violence Women's	1	West Virginia	0000-00-00	0000-00-00	Elkview	0	0		Program Address:\
5004 Elk River Rd. South\
\
Work Phone: \
304-965-3552 ext 308		1
515	WVCADV- West Virginia Coalition Against Domestic Violence Children's	2	West Virginia	0000-00-00	0000-00-00	Elkview	0	0		Program Address:\
5004 Elk River Rd South\
\
Work Phone:\
304-965-3552 ext 308		1
516	Victim's Intervention Program Children's	2	Pennsylvania	0000-00-00	0000-00-00	Honesdale	0	0		NCADV 2010	P0767	0
517	Lake Family Resource Center Women's	1	Northern CA	0000-00-00	0000-00-00	Kelseyville	0	0	Nancy attending T112	NCADV 2010	P0768	0
518	Lake Family Resource Center Children's	2	California	0000-00-00	0000-00-00	Kelseyville	1	0		NCADV 2010	P0769	0
527	Cope, Inc. Children's	2	MO	0000-00-00	0000-00-00	Outside CA	3	1		Attended NCADV  2010	P0785	0
519	Whittier Rio Hondo AIDS Project/Chris Wahl Youth Center Women's	1	LA County	0000-00-00	0000-00-00	Whittier	1	0		NACDV 2010	P0770	0
520	Exodus Housing Children's	2	Washington	0000-00-00	0000-00-00	Sumner	0	0		NCADV 2010	P0771	0
526	Cope, Inc. Women's	1	MO	0000-00-00	0000-00-00	Outside CA	3	1		Attended NCADV 2010	P0784	0
521	Brenda Cowan Coalition For Kentucky, Inc. Women's	1	Kentucky	0000-00-00	0000-00-00	Danville	2	0		NCADV 2010	P0772	0
522	Alabama Coaltion Against Domestic Violence	0	Alabama	0000-00-00	0000-00-00	Garclendale	0	0		Address:\
1216 Pebble Creek Circle\
Garclendale, AL 35071\
\
Work Phone:\
205-532-2576		0
523	Interface Children Family Services Women's	1	California	0000-00-00	0000-00-00	Camarillo	0	0			P0766	0
524	delete	2		0000-00-00	0000-00-00		1	0				1
528	Cumbee Center, Inc. Women's	1	SC	0000-00-00	0000-00-00	Outside CA	1	3		NCADV 2010	P0779	0
529	Cumbee Center, Inc. Children's	2	SC	0000-00-00	0000-00-00	Outside CA	3	0		Attended NCADV 2010	P0778	0
530	Women's Aid in Crisis Children's	2	WV	0000-00-00	0000-00-00	Outside CA	3	0		Attended NCADV 2010	P0782	0
531	Women's Aid In Crisis Women's	1	WV	0000-00-00	0000-00-00	Outside CA	3	0		Attending NCADV 2010	P0783	0
532	Healing Heart Women's	1		0000-00-00	0000-00-00	Orange Co	3	0		Attended NCADV 2010	P0781	0
533	Healing Heart Children's	2		0000-00-00	0000-00-00	Orange Co	3	0		Attended NCADV 2010	P0780	0
534	Consejo - Mi Casa Women's	1	WA	0000-00-00	0000-00-00	Outside CA	4	0		NCADV 2010	P0773	0
536	Family Services Tulare County Children's	2	Tulare County	0000-00-00	0000-00-00	Central California	0	0		NCADV 2010	P0776	0
537	Safe Space - Outreach Women's	1	MT	0000-00-00	0000-00-00	Outside CA	4	0		NCADV 2010	P0774	0
680	Women's Resources of Monroe County Children's	2	PA	0000-00-00	0000-00-00	Outside CA	1	0			P0988	0
538	House of Ruth - Counseling Women's	1		0000-00-00	0000-00-00	LA County	1	1			P0791	0
539	House of Ruth - Counseling Childrens	2		0000-00-00	0000-00-00	LA County	1	1			P0792	0
540	The Willow Domestic Violence Center Children's	2	KS	0000-00-00	0000-00-00	Outside CA	1	2			P0800	0
541	Center for Community Solutions - North County Children's	2	San Diego	0000-00-00	0000-00-00	Southern CA	1	1			P0795	0
542	Children's Center of the Antelope Valley Children's	2	Lancaster	0000-00-00	0000-00-00	LA County	1	1			P0796	0
543	Northwest Arkansas Women's Shelter Children's	2	AR	0000-00-00	0000-00-00	Outside CA	1	1			P0797	0
544	PBPN Tribal Police - TVA Program Children's	2	KS	0000-00-00	0000-00-00	Outside CA	1	1			P0794	0
545	Monarch Services - South County Children's	2	Santa Cruz	0000-00-00	0000-00-00	Northern, CA	1	1		Formerly Women's Crisis Support~Defensa de Mujeres South County Children's	P0798	0
546	Monarch Services - North County  Children's	2	Santa Cruz	0000-00-00	0000-00-00	Northern, CA	1	1	Formerly known as Women's Crisis Support - Defensa de Mujeres - North County		P0799	0
547	Angel Step Inn Domestic Violence Emergency Shelter Children's	2		0000-00-00	0000-00-00	LA County	1	1			P0802	0
548	PROTOTYPES  - STAR House Children's	2		0000-00-00	0000-00-00	LA City	1	1			P0803	0
549	Casa de la Familia - Day Program  Children's	2		0000-00-00	0000-00-00	LA County	1	1			P0805	0
550	Angel Step Inn - Youth Services Children's	2		0000-00-00	0000-00-00	LA County	1	1			P0804	0
551	Personal Involvement Center Children's	2		0000-00-00	0000-00-00	LA County	1	1			P0808	0
552	IMCES Women's	1		0000-00-00	0000-00-00	LA City	1	3	Attended T122		P0807	0
553	HELP Haven Women's	1	NY	0000-00-00	0000-00-00	Out of State	4	3			P0812	0
554	Valley Crisis Center Women's	1		0000-00-00	0000-00-00	Northern CA	1	1	Reina and Patricia attending T112		P0817	0
555	Valley Crisis Center Children's	2		0000-00-00	0000-00-00		0	0			P0818	0
556	Angel Step Inn - Drug & Alcohol Treatment Services Women's	1		0000-00-00	0000-00-00	LA County	4	1			P0819	0
557	Angel Step Inn - Transitional Housing Program Women's	1		0000-00-00	0000-00-00		0	0			P0820	0
558	Center for Community Solutions - North County Women's	1		0000-00-00	0000-00-00		0	0			P0821	0
559	DOVES of Big Bear Valley, Inc - Outreach Women's	1		0000-00-00	0000-00-00		0	0			P0823	0
560	Family Assistance Program Women's	1	San Bernardino	0000-00-00	0000-00-00	Southern CA	4	1	Attended T131\
formerly High Desert Domestic Violence Program, Inc.		P0826	0
561	Northwest Arkansas Women's Shelter Women's	1		0000-00-00	0000-00-00		0	0			P0822	0
562	Monarch Services - North County Women's	1		0000-00-00	0000-00-00		1	1		formerly Women's Crisis Support~Defensa de Mujeres - North County.	P0825	0
563	Monarch Services - South County Women's	1		0000-00-00	0000-00-00		1	1		formerly Women's Crisis Support~Defensa de Mujeres - South County  Women's	P0824	0
564	Center Against Sexual Assault (CASA) Children's	2		0000-00-00	0000-00-00	LA County	1	1			P0828	0
565	Casa de la Familia - Evening Program Children's	2		0000-00-00	0000-00-00	LA County	1	1			P0832	0
566	Center for Community Solutions  - Coastal Children's	2	San Diego	0000-00-00	0000-00-00	Southern CA	5	1			P0836	0
567	Center for Community Solutions  - East County Children's	2	San Diego	0000-00-00	0000-00-00	Southern CA	1	3			P0833	0
568	PROTOTYPES - South LA Children's	2		0000-00-00	0000-00-00	LA City	1	1			P0829	0
569	Riley Center, Brennan House Children's	2		0000-00-00	0000-00-00	Northern, CA	1	1			P0837	0
570	Safe Girls Strong Girls Children's	2	GA	0000-00-00	0000-00-00		1	1			P0830	0
571	San Diego Youth Services Children's	2	San Diego	0000-00-00	0000-00-00	Southern CA	1	1			P0831	0
572	Solid Ground/Broadview Emergency Shelter & Transitional Housing Program Children's	2	WA	0000-00-00	0000-00-00	Outside CA	1	1			P0834	0
573	SPIRITT Family Services  Children's	2		0000-00-00	0000-00-00	LA County	1	1			P0838	0
574	YWCA of San Diego - Becky's House, Transitional Housing Children's	2	San Diego	0000-00-00	0000-00-00	Southern CA	1	1			P0835	0
575	Stockbridge-Munsee Community Women's	1		0000-00-00	0000-00-00	Outside CA	1	3			P0840	0
576	Stockbridge-Munsee Community Children's	2		0000-00-00	0000-00-00	Outside CA	1	0			P0841	0
577	YWCA of GLA - South Bay Women's	1		0000-00-00	0000-00-00	LA County	1	1			P0845	0
578	Olive Crest Children's	2		0000-00-00	0000-00-00	Orange	0	0			P0847	0
579	Dickinson College Women's	1	PA	0000-00-00	0000-00-00	Outside CA	2	3			P0848	0
580	West Virginia Coalition Against Domestic Violence Children's	2		0000-00-00	0000-00-00		0	0			6947	0
581	YWCA Resolve Women's	1	WV	0000-00-00	0000-00-00	Outside CA	0	0			P0852	0
582	YWCA Resolve Children's	2	WV	0000-00-00	0000-00-00	Outside CA	0	0			P0851	0
583	Native American Youth and Family Center Women's	1	OR	0000-00-00	0000-00-00	Outside CA	5	0	Attended TWC111		P0856	0
584	Native American Youth and Family Center Children's	2	OR	0000-00-00	0000-00-00	Outside CA	0	0	Attended TWC111		P0855	0
585	Synergy Services Children's	2	MO	0000-00-00	0000-00-00	Outside CA	5	0	Attending TWC111		P0857	0
586	Synergy Services Women's	1	MO	0000-00-00	0000-00-00	Outside CA	5	2	Attended TWC111		P0858	0
587	Domestic Violence and Sexual Assault Coalition (DVSAC) Women's	1	Nevada	0000-00-00	0000-00-00	Northern, CA	1	1		Attending TWC111	P0861	0
588	Program for Aid to Victims of Sexual Assaut Women's	1	NM	0000-00-00	0000-00-00	Outside CA	0	0		Attended TWC111	P0862	0
589	DELETE	1		0000-00-00	0000-00-00		0	0				1
597	Desert Sanctuary, Inc./Haley House Children's	2	CA	0000-00-00	0000-00-00	San Bernadino	1	1			P0870	0
590	Wolfson Childrens Hospital Children's	2	FL	0000-00-00	0000-00-00	Outside CA	0	0		Attending TWC111	P0864	0
591	Resilience Children's	2		0000-00-00	0000-00-00	Japan	0	3		Attending TWC111	P0865	0
592	Christians Addressing Family Abuse Women's	1	OR	0000-00-00	0000-00-00	Outside CA	0	0		Attending TWC111	P0866	0
593	YWCA Domestic Violence Shelter - Indiana Children's	2	IN	0000-00-00	0000-00-00	Outside CA	1	0		Attending TWC111	P0867	0
594	Family Service League Children's	2	NJ	0000-00-00	0000-00-00	Outside CA	0	0		Attending TWC111	P0868	0
595	Family Service League Women's	1	NJ	0000-00-00	0000-00-00	Outside CA	0	0		Attending TWC111	P0869	0
596	DELETE	1		0000-00-00	0000-00-00		0	0		Attending TWC111		1
598	Desert Sanctuary, Inc./Haley House Women's	1	CA	0000-00-00	0000-00-00	San Bernadino	1	1	Attended T122	Attending TWC111	P0871	0
599	Lake Forest Resort Children's	2		0000-00-00	0000-00-00	Northern, CA	0	0			P0872	0
600	Program for Aid to Victims of Sexual Assaut Children's	2	MN	0000-00-00	0000-00-00	Outside CA	1	0	Attending TWC11		P0873	0
601	Fields of Boaz Inc. Women's	1	GA	0000-00-00	0000-00-00	Outside CA	2	3			21002	1
602	Sierra Vista Domestic Crisis Shelter Women's	1	AZ	0000-00-00	0000-00-00	Outside CA	1	3	Distance training		P0875	0
603	Sierra Vista Domestic Crisis Shelter Children's	2	AZ	0000-00-00	0000-00-00	Outside CA	1	3	Distance training		P0876	0
604	Mujeres Latinas en Accion Women's	1	IL	0000-00-00	0000-00-00	Outside CA	5	3	Attending T112		P0882	0
605	Albion Fellows Bacon Center Women's	1	IN	0000-00-00	0000-00-00	Outside CA	0	0	Distance Training 2011		P0885	0
606	Albion Fellows Bacon Center Children's	2	IN	0000-00-00	0000-00-00	Outside CA	0	0	Distance Training 2011		P0878	0
607	Integrated Services Of Appalachian Ohio Women's	1	OH	0000-00-00	0000-00-00	Outside CA	0	0	Distance Training 2011		P0881	0
608	Integrated Services Of Appalachian Ohio Children's	2	OH	0000-00-00	0000-00-00	Outside CA	0	0	Distance Training		P0883	0
609	Protection Against Any Domestic Abuse/P.A.N.D.A Inc. Women's	1	GA	0000-00-00	0000-00-00	Outside CA	5	2	Distance 2011	Never started	P0884	0
610	Protection Against Any Domestic Abuse/P.A.N.D.A. Inc. Children's	2	GA	0000-00-00	0000-00-00	Outside CA	0	0	Distance 2011		P0884	0
611	Sanders County Coalition for Families Women's	1	MT	0000-00-00	0000-00-00	Outside CA	0	0	Chris attending T112		P0887	0
612	Aiding Women in Abuse and Rape Emergencies, Inc. (AWARE) Women's	1	AK	0000-00-00	0000-00-00	Outside CA	0	0	Brenna attending T112		P0891	0
613	Oasis House Transitional Program	1	CA	0000-00-00	0000-00-00	LA County	1	1	Aracely attending T112\
Attended T131		P0890	0
614	PROTOTYPES - StarHouse Women's	1	CA	0000-00-00	0000-00-00	LA City	1	1	Aimee attending T112.		P0889	0
615	The Salvation Army Haven - Naomi House Women's	1	Los Angeles	0000-00-00	0000-00-00	LA City	0	0	Dorisha attending T112		P0892	0
616	Friends Outside Los Angeles Women's	1		0000-00-00	0000-00-00	LA County	1	1			P0893	0
617	Human Options - Safe Options for Seniors Women's	1		0000-00-00	0000-00-00	Orange County	1	1	Mieka attending T112		P0896	0
618	Crisis Shelter of Lawrence County Children's	2	PA	0000-00-00	0000-00-00	Outside CA	1	1			P0816	0
619	Alexandra House Children's	2	MN	0000-00-00	0000-00-00	Outside CA	1	0	TC112		P0903	0
620	Avalon: A Center for Women and Children Children's	2	VA	0000-00-00	0000-00-00	Outside CA	1	1	TC112		P0905	0
621	Friends Outside Los Angeles Children's	2		0000-00-00	0000-00-00	LA County	1	1	TC112		P0904	0
622	Los Padrinos Juvenile Hall/Downey Children's	2		0000-00-00	0000-00-00	LA County	1	1	TC112		P0902	1
623	Sanders County Coalition for Families Children's	2	MT	0000-00-00	0000-00-00	Outside CA	1	1	TC112		P0899	0
624	The Family Place Children's	2	TX	0000-00-00	0000-00-00	Outside CA	1	1	TC112		P0906	0
625	Second Chance Homes Children's	2	MT	0000-00-00	0000-00-00	Outside CA	0	0			P0907	0
626	Refugee Safe Haven Shelter	1	Los Angeles	0000-00-00	0000-00-00	LA City	1	2			P0074	0
627	Shelter Outreach Plus Children's	2		0000-00-00	0000-00-00	Central CA	1	0			627	0
628	Shelter Outreach Plus Women's	1		0000-00-00	0000-00-00	Central CA	1	0			628	0
629	Center for Community Solutions - Coastal Women's	1		0000-00-00	0000-00-00	Southern CA	3	1			P0912	0
630	Matagorda Crisis Center Children's	2	TX	0000-00-00	0000-00-00	Outside CA	1	1	Attended Austin Training 11/11		P0914	0
631	Resource and Crisis Center of Galveston County, Inc. Children's	2		0000-00-00	0000-00-00	Outside CA	3	1	Attended Austin Training 2011		P0915	0
632	Resource and Crisis Center of Galveston County, Inc. Women's	1		0000-00-00	0000-00-00	Outside CA	3	1			P0916	0
633	New Beginning Center Children's	2	TX	0000-00-00	0000-00-00	Outside CA	3	1	Attended Austin Training 2011		P0918	0
634	New Beginning Center Women's	1	TX	0000-00-00	0000-00-00	Outside CA	1	1			P0919	0
635	Noah Project Children's	2	TX	0000-00-00	0000-00-00	Outside CA	1	1	Attended Austin 2011		P0917	0
636	Safe Haven of Tarrant County Children's	2	TX	0000-00-00	0000-00-00	Outside CA	1	1	Attended Austin Training 2011		P0923	0
637	Family Time Crisis and Counseling Children's	2	TX	0000-00-00	0000-00-00	Outside CA	3	1	Attended Austin Training 2011		P0924	0
638	Family Time Crisis and Counseling Women's	1	TX	0000-00-00	0000-00-00	Outside CA	5	1			P0925	0
639	Safe Place Women's	1	TX	0000-00-00	0000-00-00	Outside CA	3	1			P0927	0
640	The Bridge Over Troubled Waters Children's	2	TX	0000-00-00	0000-00-00	Outside CA	1	1	Attended Austin Training 2011		P0926	0
641	Safe Place Children's	2	TX	0000-00-00	0000-00-00	Outside CA	1	1	Attended Austin Training 2011		P0928	0
642	The Haven of RCS Children's	2	FL	0000-00-00	0000-00-00	Outside CA	1	1	Attended FCADV 2012		P0932	0
643	Safe Place and Rape Crisis Center Children's	2	FL	0000-00-00	0000-00-00	Outside CA	1	1	Attended FCADV 2012		P0933	0
644	Bienvenidos Family Services Women's	1		0000-00-00	0000-00-00	LA City	4	2				0
645	Child S.H.A.R.E Children's	2		0000-00-00	0000-00-00	LA County	1	3			P0934	0
646	Safety Shelter of St. Johns County/Betty Griffin House	2	FL	0000-00-00	0000-00-00	Outside CA	1	1	FCADV 2012		P0935	0
647	Army Community Services Women's	1	CA	0000-00-00	0000-00-00	Southern CA	5	1	Attending T121		P0949	0
648	Empower Yolo Women's	1		0000-00-00	0000-00-00	Northern CA	1	1	Attending T121	Name changed from Sexual Assault & Domestic Violence Center	P0957	0
649	Sojourn, Ocean Park Community Center Women's	1	CA	0000-00-00	0000-00-00	LA County	1	1	Attending T121\
Attended T131		P0111	0
650	Kaiser Permanente Educational Outreach Program	1		0000-00-00	0000-00-00	LA County	1	1	Attending T121		P0945	0
651	Avalon: A Center for Women and Children Women's	1		0000-00-00	0000-00-00	Outside CA	1	1	Attending T121		P0946	0
652	The Domestic Violence Center of the Santa Clarita Valley	1		0000-00-00	0000-00-00	Southern CA	3	1	Attending T121		P0940	0
653	Common Art Women's	1	MA	0000-00-00	0000-00-00	Outside CA	1	1	Attending T121		P0952	0
654	Human Services Association Women's	1		0000-00-00	0000-00-00	LA County	1	1	Attending T121		P1045	0
655	Women and Children Crisis Shelter	1		0000-00-00	0000-00-00	LA County	3	1	Attending T121		P0944	0
743	Dorothy Place Children's	2	WA	0000-00-00	0000-00-00	Outside CA	1	1			P1077	0
656	Tahoe Women's Services Women's	1	NV	0000-00-00	0000-00-00	Outside CA	3	1	Attending T121		P0954	1
657	Jewish Family and Children's Service Women's	1		0000-00-00	0000-00-00	LA County	1	1	Attending T121\
Attended T131		P0956	0
658	Women's Resources of Monroe County Women's	1	PA	0000-00-00	0000-00-00	Outside CA	1	3			P0955	0
659	California Mental Health Connection Women's	1		0000-00-00	0000-00-00	LA County	1	1	Attending T121		P0959	0
660	VIP-CMHC Violence Intervention Program Children's	2		0000-00-00	0000-00-00	lA City	1	0			P0960	0
661	YWCA Glendale - Sunrise Women's	1		0000-00-00	0000-00-00	LA County	1	1	Attending T121		P0061	0
662	Stanislaus County Family Justice Center Children's	2		0000-00-00	0000-00-00	Central CA	1	1	Attending TC121		P0963	0
663	Helpmate Children's	2	NC	0000-00-00	0000-00-00	Outside CA	1	1	Attending TC121		P0970	0
664	Good Shepherd Center Children's	2		0000-00-00	0000-00-00	lA City	1	1		Attending TC121	P0967	0
665	The New Bedford Women's Center (MA) Children's	2	MA	0000-00-00	0000-00-00	Outside CA	1	1	Attending TC121		P0966	0
666	YWCA of San Diego - Becky's House Transitional Housing 3 Children's	2	San Diego	0000-00-00	0000-00-00	Southern CA	1	1	Attending TC121		P0964	0
667	California Mental Health Connection - Outreach Children's	2		0000-00-00	0000-00-00	LA County	1	1	Attending TC121		P0969	0
668	California Mental Health Connection Children's	2		0000-00-00	0000-00-00	LA County	1	1	Attending TC121		P0968	0
669	IMCES - Institute for Multicultural Counseling & Education Services, Inc Children's	2		0000-00-00	0000-00-00	lA City	1	1	Attending TC121		P0971	0
670	Niagara Falls Police Department/Domestic Violence Unit Women's	1		0000-00-00	0000-00-00	Outside CA	1	1	Attended Rochester Training		P0972	0
671	Action - A Parent and Teen Support Program Women's	1		0000-00-00	0000-00-00	LA County	1	1	Attended T122		P0974	0
672	Women in Safe Homes Women's	1	AK	0000-00-00	0000-00-00	Outside CA	2	1	Attending DT121		P0976	0
673	empower HOUSE Women's	1	VA	0000-00-00	0000-00-00	Outside CA	1	1	Attending Distance Training 2012	Formerly know as Rappahannock Council on Domestic Violence	P0977	0
674	YWCA of Greater Portland - Yolanda House Domestic Violence Shelter Children's	2	OR	0000-00-00	0000-00-00	Outside CA	3	1	Attending Distance Training 2012		P0978	0
675	The Bridge Over Troubled Waters Women's	1	TX	0000-00-00	0000-00-00	Outside CA	3	1			P0979	0
676	Vera House, Inc. Children's	2	NY	0000-00-00	0000-00-00	Outside CA	3	1	Attended Rochester Training		P0982	0
677	Vera House, Inc. Women's	1	NY	0000-00-00	0000-00-00	Outside CA	3	1	Attended Rochester Training		P0981	0
678	Our House Women's	1		0000-00-00	0000-00-00	Central CA	2	1			P0985	0
679	Bayview TLC Family Resource Center Women's	1		0000-00-00	0000-00-00	Northern CA	1	3			P0989	0
681	Safehouse Progressive Alliance for Nonviolence (SPAN) Women's	1	CO	0000-00-00	0000-00-00	Outside CA	1	1	NCADV 2012, Attended T122		P0995	0
682	Echo Parenting and Education Women's	1		0000-00-00	0000-00-00	LA City	2	3	Attended T122		P0996	0
683	SHIELDS for Families Women's	1		0000-00-00	0000-00-00	LA City	1	1	Attended T122		P0997	0
684	delete	1		0000-00-00	0000-00-00		0	0				1
685	Los Angeles Centers for Alcohol and Drug Abuse Women's	1		0000-00-00	0000-00-00	LA County	1	1	Attended T122		P0999	0
686	Helpmate Women's	1	NC	0000-00-00	0000-00-00	Outside CA	1	1	Attended T122		P1001	0
687	Battered Persons' Advocacy Women's	1	OR	0000-00-00	0000-00-00	Outside CA	1	1	Attended T122		P1002	0
688	Peace at Home Family Shelter Women's	1	AR	0000-00-00	0000-00-00	Outside CA	1	1	Attended T122		P1003	0
689	Against Abuse/La Casa de Paz Women's	1	AZ	0000-00-00	0000-00-00	Outside CA	1	3	Attended T122		P1004	0
690	Haven Women's Center of Stanislaus Women's	1	Stanislaus	0000-00-00	0000-00-00	Central CA	1	1	Attending T122		P1005	0
693	Deaf Women Against Violence Everywhere Women's	1	OH	0000-00-00	0000-00-00	Outside CA	3	3	Attended NCADV Training and Webinar 2012		P1010	0
691	Yellowstone Boys and Girls Ranch Children's	2	MT	0000-00-00	0000-00-00	Outside CA	1	0			P1007	0
692	Mishuku House Project Women's	1	Japan	0000-00-00	0000-00-00	Outside CA	1	3	Attended T122		P1008	0
694	2nd Chance Women's	1	AL	0000-00-00	0000-00-00	Outside CA	1	3	Attended NCADV Training and Webinar 2012		P1011	0
695	Pinal County Attorney Victim Services/Family Advocacy Center Children's	2	AZ	0000-00-00	0000-00-00	Outside CA	0	0	NCADV 2012		P0994	0
696	Students Against Interpersonal Violence (SAIV) at University of Colorado Denver - Center on Domestic Violence Women's	1	CO	0000-00-00	0000-00-00	Outside CA	5	3	Attended NCADV 2012		P1015	0
697	Interior Alaska Center for Non-Violent Living Children's	2	AK	0000-00-00	0000-00-00	Outside CA	0	0	NCADV 2012		P1013	0
698	Interior Alaska Center for Non-Violent Living Women's	1	AK	0000-00-00	0000-00-00	Outside CA	1	3	NCADV 2012		P1014	0
699	Strong Tower Family Center Women's	1		0000-00-00	0000-00-00	LA County	5	3			P1016	0
700	Safehouse Progressive Alliance for Nonviolence (SPAN) Children's	2		0000-00-00	0000-00-00	Outside CA	3	3	NCADV 2012		P1017	0
701	Spruce Run Women's	1	ME	0000-00-00	0000-00-00	Outside CA	3	3	NCADV 2012		P1020	0
702	Women's Addiction Treatment Center (WATC) Women's	1	MA	0000-00-00	0000-00-00	Outside CA	1	3			P1021	0
703	Spruce Run Children's	2	ME	0000-00-00	0000-00-00	Outside CA	0	0		Attended NCADV 2012	P1022	0
704	Grace Baptist Church Women's	1		0000-00-00	0000-00-00	LA County	5	3			P1023	0
705	Habitat for Humanity San Fernando/Santa Clarita Valley Women's	1		0000-00-00	0000-00-00	LA County	1	3			P1024	0
706	Hi-Lines Help for Abused Spouses	2	MT	0000-00-00	0000-00-00	Outside CA	0	0			P1026	0
707	Stanislaus County Family Justice Center Women's	1	Stanislaus	0000-00-00	0000-00-00	Central CA	3	3			P1027	0
708	YWCA Silicon Valley Children's	2		0000-00-00	0000-00-00	Northern CA	0	1		Attended CPEDV 2012	P1032	0
709	Walnut Avenue Women's Center Children's	2		0000-00-00	0000-00-00	Northern CA	0	0		Attended CPEDV 2012	P1033	0
710	Lassen Family Services, Inc. Children's	2		0000-00-00	0000-00-00	Northern CA	1	1		Attended CPEDV 2012	P1054	0
711	First to Serve, Inc. Children's	2		0000-00-00	0000-00-00	Northern CA	0	0		Attended CPEDV 2012	P1036	0
712	Alternatives to Violence Children's	2		0000-00-00	0000-00-00	Northern CA	0	0		Attended CPEDV 2012	P1037	0
713	CORA - Community Overcoming Relationship Abuse Children's	2		0000-00-00	0000-00-00	Northern CA	0	0		Attended CPEDV 2012	P1038	0
714	North County Women's Shelter and Resource Center Children's	2		0000-00-00	0000-00-00	Central CA	0	0		Attended CPEDV 2012	P1034	0
715	Alliance Against Family Violence and Sexual Assault Children's	2		0000-00-00	0000-00-00	Central CA	1	1		TC122	P1031	0
716	DOVES of Big Bear - Running Springs Outreach Children's	2		0000-00-00	0000-00-00	Southern CA	1	1		TC122	P1029	0
717	Grace Baptist Church Children's	2		0000-00-00	0000-00-00	LA County	1	1		TC122	P1030	0
718	Habitat for Humanity San Fernando/Santa Clarita Valley Children's	2		0000-00-00	0000-00-00	LA County	1	1		TC122	P1025	0
719	Empower Yolo Children's	2	CA	0000-00-00	0000-00-00	Northern CA	1	1	Name changed from Sexual Assault & Domestic Violence Center	TC122\
\
Name changed from Sexual Assault & Domestic Violence Center	P1039	0
720	Silver Star Youth Program at Rancho Cielo Children's	2		0000-00-00	0000-00-00	Northern CA	1	1		TC122	P1028	0
721	2nd Chance Children's	2	AL	0000-00-00	0000-00-00	Outside CA	3	1	NCADV 2012		P1040	0
722	Human Services Association Children's	2		0000-00-00	0000-00-00	lA City	1	1		TC122	P1041	0
723	Rural Human Services Harrington House Children's	2		0000-00-00	0000-00-00	Northern CA	1	1		CPEDV 2012	P1043	0
724	Center for a Non Violent Community Children's	2		0000-00-00	0000-00-00	Northern CA	1	1		CPEDV 2012	P1044	0
725	Next Door Solutions to Domestic Violence Children's	2		0000-00-00	0000-00-00	Northern CA	1	1		TC122	P1048	0
726	InnerChange, Venezuela Children's	2		0000-00-00	0000-00-00	Venezuela	0	0			P1052	0
727	InnerCHANGE Children's	2		0000-00-00	0000-00-00	lA City	1	1		AttendingTC122	P1051	0
728	Nurturing Parenting Program Women's	1	CO	0000-00-00	0000-00-00	Outside CA	4	3			P1053	0
729	Pacific Palisades Program Women's	1		0000-00-00	0000-00-00	LA County	1	3	Attended T122		P1055	0
730	North County Women's Shelter and Resource Center Women's	1		0000-00-00	0000-00-00	Central CA	3	3	CPEDV 2012		P1058	0
731	Gender Justice LA Theatre of the Oppressed	1		0000-00-00	0000-00-00	LA City	3	3			P1059	0
732	Latino Resource Organization, Inc. Children's	2		0000-00-00	0000-00-00	LA County	3	3			P1060	0
733	Catholic Charities DIGNITY House Women's	1	AZ	0000-00-00	0000-00-00	Outside CA	1	3			P1061	0
734	Quantico Marine Base - Family Advocacy Program Children's	2	VA	0000-00-00	0000-00-00	Outside CA	1	1			P1062	0
735	Action - A Parent and Teen Support Program Children's	2		0000-00-00	0000-00-00	LA County	1	1			P1066	0
736	Lassen Family Services, Inc. Women's	1		0000-00-00	0000-00-00	Northern CA	1	1	Attended Distance Training December 2012		P1067	0
737	Golden House Women's	1	WI	0000-00-00	0000-00-00	Outside CA	2	1	Attended Distance Training December 2012		P1068	0
738	New Horizons Women's	1	WI	0000-00-00	0000-00-00	Outside CA	1	1	Attended Distance Training Webinar December 2012		P1069	0
739	The Willow Domestic Violence Center Women's	1	KS	0000-00-00	0000-00-00	Outside CA	3	1	Attended Distance Training December 2012		P1070	0
740	Center for a Non Violent Community Women's	1		0000-00-00	0000-00-00	Northern CA	1	1	Attended Distance Training December 2012		P1071	0
741	Peace at Home Family Shelter Children's	2	AR	0000-00-00	0000-00-00	Outside CA	1	1			P1072	0
742	New Day Shelter Children's	2	WI	0000-00-00	0000-00-00	Outside CA	1	1			P1073	0
744	Latimer House Women's	1	CO	0000-00-00	0000-00-00	Outside CA	1	1	Attended T131		P1080	0
745	Korean American Family Services Women's	1		0000-00-00	0000-00-00	LA City	1	1	Attended T131		P1081	0
746	Sexual Harassment/Assault Response and Prevention Program Women's	1		0000-00-00	0000-00-00	Southern CA	3	1	Attended T131		P1082	0
747	American Indian Health and Services Women's	1		0000-00-00	0000-00-00	Southern CA	1	1	Attended T131		P1083	0
748	Tri-Valley Haven Women's	1		0000-00-00	0000-00-00	Northern CA	1	1	Attended T131		P1084	0
